SANPHAM,MASANPHAM,TENSANPHAM,BARCODE,DONVITINH,LOAITIEN,GIAVON,GIABAN,GIADAILY,VAT,BAOHANH,HANGSANXUAT,XUATXU,CHATLIEU,MAUSAC,MOTASANPHAM,GHICHU,TIMEACTION,MA_CHI_NHANH,HOATDONG,KEYACCESS,CYL_ADD,CYL_SUB,SPH_ADD,SPH_SUB,URL_IMAGE,VITRI,MAMAUIN,MASANPHAM_DIS,NHOMSP
25066,1.60 HOYA S-3.00 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021080,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-3.00,,,,,
25067,1.60 HOYA S-3.00 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021110,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-3.00,,,,,
25062,1.60 HOYA S-3.00 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021142,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-3.00,,,,,
25063,1.60 HOYA S-3.00 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021177,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-3.00,,,,,
25217,1.60 HOYA S-3.00 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021208,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-3.00,,,,,
25064,1.60 HOYA S-3.00 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021241,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-3.00,,,,,
25065,1.60 HOYA S-3.00 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021272,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-3.00,,,,,
37129,1.60 HOYA S-3.25 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021209,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-3.25,,,,,
24989,1.60 HOYA S-3.25 C-0.00,TRÒNG KÍNH HOYA- NULUX 1.60 SFT SV,N000000712,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-3.25,,,,,
25072,1.60 HOYA S-3.25 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021081,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-3.25,,,,,
25073,1.60 HOYA S-3.25 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021111,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-3.25,,,,,
25068,1.60 HOYA S-3.25 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021143,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-3.25,,,,,
25069,1.60 HOYA S-3.25 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021178,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-3.25,,,,,
25218,1.60 HOYA S-3.25 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021209,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-3.25,,,,,
25070,1.60 HOYA S-3.25 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021242,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-3.25,,,,,
25071,1.60 HOYA S-3.25 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021273,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-3.25,,,,,
37130,1.60 HOYA S-3.50 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021210,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-3.50,,,,,
25075,1.60 HOYA S-3.50 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021328,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-3.50,,,,,
25079,1.60 HOYA S-3.50 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021083,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-3.50,,,,,
25080,1.60 HOYA S-3.50 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021112,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-3.50,,,,,
25076,1.60 HOYA S-3.50 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021144,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-3.50,,,,,
25077,1.60 HOYA S-3.50 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021179,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-3.50,,,,,
25219,1.60 HOYA S-3.50 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021210,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-3.50,,,,,
25074,1.60 HOYA S-3.50 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021243,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-3.50,,,,,
25078,1.60 HOYA S-3.50 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021274,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-3.50,,,,,
37131,1.60 HOYA S-3.75 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021211,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-3.75,,,,,
24990,1.60 HOYA S-3.75 C-0.00,TRÒNG KÍNH HOYA- NULUX 1.60 SFT SV,N000000713,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-3.75,,,,,
25086,1.60 HOYA S-3.75 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021084,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-3.75,,,,,
25087,1.60 HOYA S-3.75 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021113,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-3.75,,,,,
25083,1.60 HOYA S-3.75 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021145,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-3.75,,,,,
25084,1.60 HOYA S-3.75 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021180,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-3.75,,,,,
25220,1.60 HOYA S-3.75 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021211,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-3.75,,,,,
25081,1.60 HOYA S-3.75 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021244,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-3.75,,,,,
25085,1.60 HOYA S-3.75 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021275,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-3.75,,,,,
37132,1.60 HOYA S-4.00 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021212,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-4.00,,,,,
25091,1.60 HOYA S-4.00 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001175,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-4.00,,,,,
25092,1.60 HOYA S-4.00 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021085,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-4.00,,,,,
25093,1.60 HOYA S-4.00 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021114,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-4.00,,,,,
25088,1.60 HOYA S-4.00 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021146,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-4.00,,,,,
25089,1.60 HOYA S-4.00 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021181,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-4.00,,,,,
25221,1.60 HOYA S-4.00 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021212,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-4.00,,,,,
25002,1.60 HOYA S-4.00 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021245,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-4.00,,,,,
25090,1.60 HOYA S-4.00 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021276,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-4.00,,,,,
37133,1.60 HOYA S-4.25 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021213,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-4.25,,,,,
25097,1.60 HOYA S-4.25 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001178,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-4.25,,,,,
25098,1.60 HOYA S-4.25 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021086,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-4.25,,,,,
25099,1.60 HOYA S-4.25 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021115,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-4.25,,,,,
25094,1.60 HOYA S-4.25 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021147,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-4.25,,,,,
25095,1.60 HOYA S-4.25 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021182,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-4.25,,,,,
25222,1.60 HOYA S-4.25 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021213,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-4.25,,,,,
25096,1.60 HOYA S-4.25 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021246,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-4.25,,,,,
37134,1.60 HOYA S-4.50 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021214,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-4.50,,,,,
25104,1.60 HOYA S-4.50 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001194,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-4.50,,,,,
25105,1.60 HOYA S-4.50 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021087,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-4.50,,,,,
25106,1.60 HOYA S-4.50 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021116,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-4.50,,,,,
25100,1.60 HOYA S-4.50 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021148,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-4.50,,,,,
25101,1.60 HOYA S-4.50 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021183,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-4.50,,,,,
25223,1.60 HOYA S-4.50 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021214,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-4.50,,,,,
25102,1.60 HOYA S-4.50 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021247,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-4.50,,,,,
25103,1.60 HOYA S-4.50 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021301,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-4.50,,,,,
37135,1.60 HOYA S-4.75 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021215,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-4.75,,,,,
25111,1.60 HOYA S-4.75 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001336,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-4.75,,,,,
25112,1.60 HOYA S-4.75 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021088,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-4.75,,,,,
25113,1.60 HOYA S-4.75 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001665,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-4.75,,,,,
25108,1.60 HOYA S-4.75 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021149,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-4.75,,,,,
25109,1.60 HOYA S-4.75 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021184,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-4.75,,,,,
25224,1.60 HOYA S-4.75 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021215,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-4.75,,,,,
25107,1.60 HOYA S-4.75 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021248,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-4.75,,,,,
25110,1.60 HOYA S-4.75 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021302,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-4.75,,,,,
37136,1.60 HOYA S-5.00 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021216,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-5.00,,,,,
25117,1.60 HOYA S-5.00 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001636,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-5.00,,,,,
25118,1.60 HOYA S-5.00 C-0.25,TRÒNG KÍNH HOYA- NULUX 1.60 SFT SV,N000021089,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-5.00,,,,,
25119,1.60 HOYA S-5.00 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021117,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-5.00,,,,,
25114,1.60 HOYA S-5.00 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021150,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-5.00,,,,,
25003,1.60 HOYA S-5.00 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021345,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-5.00,,,,,
25225,1.60 HOYA S-5.00 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021216,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-5.00,,,,,
25115,1.60 HOYA S-5.00 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021249,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-5.00,,,,,
25116,1.60 HOYA S-5.00 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021303,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-5.00,,,,,
37137,1.60 HOYA S-5.25 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021217,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-5.25,,,,,
25123,1.60 HOYA S-5.25 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001642,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-5.25,,,,,
25124,1.60 HOYA S-5.25 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021090,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-5.25,,,,,
25125,1.60 HOYA S-5.25 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021119,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-5.25,,,,,
25120,1.60 HOYA S-5.25 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021151,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-5.25,,,,,
25004,1.60 HOYA S-5.25 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021344,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-5.25,,,,,
25226,1.60 HOYA S-5.25 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021217,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-5.25,,,,,
25121,1.60 HOYA S-5.25 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT S,N000021250,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-5.25,,,,,
25122,1.60 HOYA S-5.25 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021304,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-5.25,,,,,
37138,1.60 HOYA S-5.50 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021218,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-5.50,,,,,
25130,1.60 HOYA S-5.50 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001643,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-5.50,,,,,
25131,1.60 HOYA S-5.50 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021091,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-5.50,,,,,
25132,1.60 HOYA S-5.50 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021120,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-5.50,,,,,
25126,1.60 HOYA S-5.50 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021152,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-5.50,,,,,
25127,1.60 HOYA S-5.50 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021185,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-5.50,,,,,
25227,1.60 HOYA S-5.50 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021218,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-5.50,,,,,
25128,1.60 HOYA S-5.50 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021251,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-5.50,,,,,
25129,1.60 HOYA S-5.50 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021305,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-5.50,,,,,
37139,1.60 HOYA S-5.75 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021219,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-5.75,,,,,
25138,1.60 HOYA S-5.75 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001644,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-5.75,,,,,
25134,1.60 HOYA S-5.75 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021331,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-5.75,,,,,
25135,1.60 HOYA S-5.75 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021153,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-5.75,,,,,
25136,1.60 HOYA S-5.75 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021186,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-5.75,,,,,
25228,1.60 HOYA S-5.75 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021219,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-5.75,,,,,
25133,1.60 HOYA S-5.75 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021252,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-5.75,,,,,
25137,1.60 HOYA S-5.75 C-1.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021306,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.75,,-5.75,,,,,
37140,1.60 HOYA S-6.00 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021220,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-6.00,,,,,
25142,1.60 HOYA S-6.00 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001645,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-6.00,,,,,
25143,1.60 HOYA S-6.00 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021092,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-6.00,,,,,
25144,1.60 HOYA S-6.00 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021121,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-6.00,,,,,
25139,1.60 HOYA S-6.00 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021154,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-6.00,,,,,
25140,1.60 HOYA S-6.00 C-1.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021187,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.00,,-6.00,,,,,
25229,1.60 HOYA S-6.00 C-1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021220,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.25,,-6.00,,,,,
25141,1.60 HOYA S-6.00 C-1.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021253,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-1.50,,-6.00,,,,,
37141,1.60 HOYA S-6.25 C- 1.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021221,0,VND,0,870000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,-1.25,,-6.25,,,,,
25148,1.60 HOYA S-6.25 C-0.00,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000001646,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.00,,-6.25,,,,,
25149,1.60 HOYA S-6.25 C-0.25,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021093,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.25,,-6.25,,,,,
25150,1.60 HOYA S-6.25 C-0.50,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021122,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.50,,-6.25,,,,,
25145,1.60 HOYA S-6.25 C-0.75,TRÒNG KÍNH HOYA - NULUX 1.60 SFT SV,N000021155,0,VND,0,870000,0,10,0,,0,,0,,,24/12/2017,,0,NAMHAI,,-0.75,,-6.25,,,,,
