SANPHAM,MASANPHAM,TENSANPHAM,BARCODE,DONVITINH,LOAITIEN,GIAVON,GIABAN,GIADAILY,VAT,BAOHANH,HANGSANXUAT,XUATXU,CHATLIEU,MAUSAC,MOTASANPHAM,GHICHU,TIMEACTION,MA_CHI_NHANH,HOATDONG,KEYACCESS,CYL_ADD,CYL_SUB,SPH_ADD,SPH_SUB,URL_IMAGE,VITRI,MAMAUIN,MASANPHAM_DIS,NHOMSP
46465,1.74 CHEMI S-6.25 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060973,0,VND,0,1000000,0,0,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.75,,-6.25,,0,,,
43091,1.74 CHEMI S-6.50 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071442,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-6.50,,,,,
46402,1.74 CHEMI S-6.50 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060912,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-6.50,,0,,,
46466,1.74 CHEMI S-6.50 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060976,0,VND,0,1000000,0,0,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.75,,-6.50,,0,,,
43092,1.74 CHEMI S-6.75 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071443,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-6.75,,,,,
46403,1.74 CHEMI S-6.75 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060913,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-6.75,,0,,,
46467,1.74 CHEMI S-6.75 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060977,0,VND,0,1000000,0,0,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.75,,-6.75,,0,,,
43093,1.74 CHEMI S-7.00 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071444,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-7.00,,,,,
46404,1.74 CHEMI S-7.00 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060914,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-7.00,,0,,,
26947,1.74 CHEMI S-7.00 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060978,0,VND,0,1000000,0,0,0,,0,,0,,,12/2/2022,,0,NAMHAI,,-0.75,,-7.00,,0,,,
26948,1.74 CHEMI S-7.00 C-2.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000014344,0,VND,0,1000000,0,10,0,,0,,0,,,3/3/2022,,0,NAMHAI,,-2.75,,-7.00,,0,,1.74 CHEMI S-7.00 C-2.75,
43094,1.74 CHEMI S-7.25 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071445,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-7.25,,,,,
46405,1.74 CHEMI S-7.25 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060915,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-7.25,,0,,,
46468,1.74 CHEMI S-7.25 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046468,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-7.25,,0,,,
43095,1.74 CHEMI S-7.50 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071446,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-7.50,,,,,
46406,1.74 CHEMI S-7.50 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060916,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-7.50,,0,,,
46469,1.74 CHEMI S-7.50 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046469,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-7.50,,0,,,
26949,1.74 CHEMI S-7.50 C-2.25,MẮT 1.74 CHEMI,N000014343,0,VND,0,1000000,0,10,0,,0,,0,,,3/3/2022,,0,NAMHAI,,-2.25,,-7.50,,0,,1.74 CHEMI S-7.50 C-2.25,
43096,1.74 CHEMI S-7.75 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071447,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-7.75,,,,,
46407,1.74 CHEMI S-7.75 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060917,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-7.75,,0,,,
46470,1.74 CHEMI S-7.75 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046470,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-7.75,,0,,,
43097,1.74 CHEMI S-8.00 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071448,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-8.00,,,,,
46408,1.74 CHEMI S-8.00 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060918,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,VP,0,NAMHAI,,-0.50,,-8.00,,0,,,
46488,1.74 CHEMI S-8.00 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046488,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-8.00,,0,,,
43098,1.74 CHEMI S-8.25 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071449,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-8.25,,,,,
26950,1.74 CHEMI S-8.25 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060919,0,VND,0,1000000,0,10,0,,0,,0,,,11/2/2022,,0,NAMHAI,,-0.50,,-8.25,,0,,,
46472,1.74 CHEMI S-8.25 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046472,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-8.25,,0,,,
26951,1.74 CHEMI S-8.25 C-1.25,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000014388,0,VND,0,1000000,0,10,0,,0,,0,,,3/3/2022,,0,NAMHAI,,-1.25,,-8.25,,0,,1.74 CHEMI S-8.25 C-1.25,
43099,1.74 CHEMI S-8.50 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071450,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-8.50,,,,,
46422,1.74 CHEMI S-8.50 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074760,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-8.50,,0,,,
46473,1.74 CHEMI S-8.50 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046473,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-8.50,,0,,,
43100,1.74 CHEMI S-8.75 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071451,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-8.75,,,,,
46423,1.74 CHEMI S-8.75 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074761,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-8.75,,0,,,
46474,1.74 CHEMI S-8.75 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046474,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-8.75,,0,,,
43101,1.74 CHEMI S-9.00 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071452,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-9.00,,,,,
46424,1.74 CHEMI S-9.00 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074762,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-9.00,,0,,,
46475,1.74 CHEMI S-9.00 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046475,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-9.00,,0,,,
26952,1.74 CHEMI S-9.00 C-1.50,MẮT 1.74 CHEMI S-9.00 C-1.50,N000020871,0,VND,0,1000000,0,10,0,,0,,0,,,19/7/2022,,0,NAMHAI,,-1.50,,-9.00,,0,,1.74 CHEMI S-9.00 C-1.50,
43102,1.74 CHEMI S-9.25 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071453,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-9.25,,,,,
46425,1.74 CHEMI S-9.25 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074763,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-9.25,,0,,,
46476,1.74 CHEMI S-9.25 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046476,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-9.25,,0,,,
35626,1.74 chemi S-9.25 C-1.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000049756,0,VND,0,1000000,0,10,0,,0,,0,,,3/7/2022,,0,NAMHAI,,-1.00,,-9.25,,0,,1.74 chemi S-9.25 C-1.00,
43103,1.74 CHEMI S-9.50 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071454,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-9.50,,,,,
46426,1.74 CHEMI S-9.50 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074764,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-9.50,,0,,,
46477,1.74 CHEMI S-9.50 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046477,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-9.50,,0,,,
26953,1.74 CHEMI S-9.50 C-1.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000020873,0,VND,0,1000000,0,10,0,,0,,0,,,3/3/2022,,0,NAMHAI,,-1.00,,-9.50,,0,,1.74 CHEMI S-9.50 C-1.00,
26954,1.74 CHEMI S-9.50 C-2.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000020874,0,VND,0,1000000,0,10,0,,0,,0,,,3/3/2022,,0,NAMHAI,,-2.00,,-9.50,,0,,1.74 CHEMI S-9.50 C-2.00,
43104,1.74 CHEMI S-9.75 C-0.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000071455,0,VND,0,1000000,,10,0,,0,,0,,,7/2/2020,VP,0,NAMHAI,,-0.00,,-9.75,,,,,
46427,1.74 CHEMI S-9.75 C-0.50,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000074765,0,VND,0,1000000,0,10,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.50,,-9.75,,0,,,
46478,1.74 CHEMI S-9.75 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046478,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-0.75,,-9.75,,0,,,
40454,1.74 CHEMI U2,MẮT 1.74 CHEMI,N000068784,0,VND,0,1400000,0,10,0,,0,,0,,,4/12/2018,,0,NAMHAI,,,,,,,,,
42575,1.74 CHEMI U2 COATED,MẮT ĐẶT 1.74 CHEMI U2 COATED,N000042575,0,VND,0,2019000,0,10,0,,0,,0,,,8/9/2019,VP,0,NAMHAI,,,,,,,,,
46513,1.74 CHMI S-2.50 C-1.00,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000046513,0,VND,0,1000000,0,10,0,,0,,0,,,13/2/2022,VP,0,NAMHAI,,-1.00,,-2.50,,0,,,
36872,1.74 HOYA NULUX S-6.50 C-0.00,TRÒNG KÍNH HOYA -NULUX 1.74 SFT SV,N000036872,0,VND,0,2795000,,10,0,,0,,0,,,22/12/2017,,0,NAMHAI,,-0.00,,-6.50,,,,,
36873,1.74 HOYA NULUX S-6.75 C-0.00,TRÒNG KÍNH HOYA- NULUX 1.74 SFT SV,N000036873,0,VND,0,2795000,,10,0,,0,,0,,,22/12/2017,,0,NAMHAI,,-0.00,,-6.75,,,,,
36884,1.74 NULUX,MẮT HOYA 1.74 NULUX,N000036884,0,VND,0,2795000,0,10,0,,0,,0,,,25/12/2017,,0,NAMHAI,,,,,,,,,
42777,1.74 RX,MẮT ĐẶT 1.74 RX,N000171094,0,VND,0,2800000,,10,0,,0,,0,,,6/12/2019,VP,0,NAMHAI,,,,,,,,,
46464,1.75 CHEMI S-6.00 C-0.75,MẮT 1.74 CHEMI UV400 ASP CRYSTAL U2 COATED,N000060972,0,VND,0,1000000,0,0,0,,0,,0,,,12/2/2022,VP,0,NAMHAI,,-0.75,,-6.00,,0,,,
26955,10007 (52CN) C5,GỌNG L'ORÉAL 10007 (52CN) C5,N000019126,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26956,10099 (52CN) C4,GỌNG L'ORÉAL 10099 (52CN) C4,N000011111,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26957,10099 (52CN) C7A,GỌNG L'ORÉAL 10099 (52CN) C7A,N000019116,0,VND,0,325000,0,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26958,10147 (52CN) C7A,GỌNG BVLGARI 10147 (52CN) C7A,N000019129,0,VND,0,350000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26959,10155 (52CN) C1,GỌNG L'ORÉAL 10155 (52CN) C1,N000019128,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26960,10155 (52CN) C1A,GỌNG L'ORÉAL 10155 (52CN) C1A,N000099998,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26961,10155 (52CN) C7A,GỌNG L'ORÉAL 10155 (52CN) C7A,N000019119,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26962,10160 (54CN) C1A,GỌNG L'ORÉAL 10160 (54CN) C1A,N000019124,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26963,10160 (54CN) C7A,GỌNG L'ORÉAL 10160 (54CN) C7A,N000019120,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26964,10162 (53CN) C1A,GỌNG L'ORÉAL 10162 (53CN) C1A,N000099999,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26965,10164 (53CN) C1,GỌNG L'ORÉAL 10164 (53CN) C1,N000019118,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26966,10164 (53CN) C7,GỌNG L'ORÉAL 10164 (53CN) C7,N000019117,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26967,10165 (52CN) C1A,GỌNG L'ORÉAL 10165 (52CN) C1A,N000019122,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26968,10165 (52CN) C7F,GỌNG L'ORÉAL 10165 (52CN) C7F,N000019127,0,VND,0,325000,,10,90,,4,T,0,,,15/3/2017,,0,NAMHAI,,,,,,,,,
26969,1020 B1 (55K),KÍNH MÁT PARIM 1020 B1 (55K),N000020740,0,VND,0,850000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
26970,1022 B1 (60K),KÍNH MÁT PARIM 1022 B1 (60K),N000020739,0,VND,0,850000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
26971,1023 C1 (58K),KÍNH MÁT PARIM 1023 C1 (58K),N000020742,0,VND,0,850000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
26972,11001 S1 (60K),KÍNH MÁT PARIM 11001 S1 (60K),N000019942,0,VND,0,1050000,,10,0,,0,,0,,,27/6/2017,,0,NAMHAI,,,,,,,,,
26973,11009 T1 (56K),KÍNH MÁT PARIM 11009 T1 (56K),N000020741,0,VND,0,1050000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
38330,11012 B1 (59),KÍNH MÁT PARIM 11012 B1 (59),N000038330,0,VND,0,1250000,0,10,0,,0,,0,,,15/3/2018,,0,NAMHAI,,,,,,,,,
39312,11014 B1 (59),KÍNH MÁT PARIM 11014 B1 (59),N000039312,0,VND,0,1250000,0,10,0,,0,,0,,,25/6/2018,,0,NAMHAI,,,,,,,,,
39313,11014 C1 (59),KÍNH MÁT PARIM 11014 C1 (59),N000039313,0,VND,0,1250000,0,10,0,,0,,0,,,25/6/2018,,0,NAMHAI,,,,,,,,,
39311,11014 R1 (59),KÍNH MÁT PARIM 11014 R1 (59),N000039311,0,VND,0,1250000,0,10,0,,0,,0,,,25/6/2018,,0,NAMHAI,,,,,,,,,
26974,11017 B1 (58K),KÍNH MÁT PARIM 11017 B1 (58K),N000020743,0,VND,0,1050000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
39317,11017 R1 (58),KÍNH MÁT PARIM 11017 R1 (58),N000067645,0,VND,0,1050000,0,10,0,,0,,0,,,27/6/2018,,0,NAMHAI,,,,,,,,,
26975,11019 B4 (53K),KÍNH MÁT PARIM 11019 B4 (53K),N000020738,0,VND,0,1050000,,10,0,,0,,0,,,27/7/2017,,0,NAMHAI,,,,,,,,,
37231,11020 G1 (60),KÍNH MÁT PARIM 11020 G1 (60),N000037231,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37236,11020 K1 (60),KÍNH MÁT PARIM 11020 K1 (60),N000037236,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37258,11020 K2 (60),KÍNH MÁT PARIM 11020 K2 (60),N001037258,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37213,11020 N1 (60),KÍNH MÁT PARIM 11020 N1 (60),N000037258,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37216,11021 B1 (58),KÍNH MÁT PARIM 11021 B1 (58),N000037216,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37233,11021 B2 (58),KÍNH MÁT PARIM 11021 B2 (58),N000037233,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
38325,11021 B3 (58),KÍNH MÁT PARIM 11021 B3 (58),N000038325,0,VND,0,1250000,0,10,0,,0,,0,,,15/3/2018,,0,NAMHAI,,,,,,,,,
37234,11021 W2 (58),KÍNH MÁT PARIM 11021 W2 (58),N000037234,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37251,11022 G1 (62),KÍNH MÁT PARIM 11022 G1 (62),N000037251,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37230,11022 K1 (62),KÍNH MÁT PARIM 11022 K1 (62),N000037230,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37253,11022 K2 (62),KÍNH MÁT PARIM 11022 K2 (62),N000037253,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37252,11022 N1 (62),KÍNH MÁT PARIM 11022 N1 (62),N000037252,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37210,11023 G1 (62),KÍNH MÁT PARIM 11023 G1 (62),N000037210,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37250,11023 K1 (62),KÍNH MÁT PARIM 11023 K1 (62),N000037250,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37211,11023 N1 (62),KÍNH MÁT PARIM 11023 N1 (62),N000037211,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37212,11024 B1 (61),KÍNH MÁT PARIM 11024 B1 (61),N000037212,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37237,11024 G1 (61),KÍNH MÁT PARIM 11024 G1 (61),N000037237,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37232,11024 K1 (61),KÍNH MÁT PARIM 11024 K1 (61),N000037232,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37215,11024 N1 (61),KÍNH MÁT PARIM 11024 N1 (61),N000037215,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37257,11025 B1 (61),KÍNH MÁT PARIM 11025 B1 (61),N000037257,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37214,11025 C1 (61),KÍNH MÁT PARIM 11025 C1 (61),N000037213,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
38329,11028 B1 (61),KÍNH MÁT PARIM 11028 B1 (61),N000038329,0,VND,0,1250000,0,10,0,,0,,0,,,15/3/2018,,0,NAMHAI,,,,,,,,,
37256,11028 G1 (61),KÍNH MÁT PARIM 11028 G1 (61),N000037256,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37248,11029 B1 (56),KÍNH MÁT PARIM 11029 B1 (56),N000037248,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37202,11029 C1 (56),KÍNH MÁT PARIM 11029 C1 (56),N000037202,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37225,11029 T1 (56),KÍNH MÁT PARIM 11029 T1 (56),N000037225,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37222,11029 W1 (56),KÍNH MÁT PARIM 11029 W1 (56),N000037222,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37218,11030 B1 (56),KÍNH MÁT PARIM 11030 B1 (56),N000037218,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37207,11030 B2 (56),KÍNH MÁT PARIM 11030 B2 (56),N000037207,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37203,11031 B1 (54),KÍNH MÁT PARIM 11031 B1 (54),N000037203,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37242,11031 B2 (54),KÍNH MÁT PARIM 11031 B2 (54),N000037242,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37217,11031 T1 (54),KÍNH MÁT PARIM 11031 T1 (54),N000037217,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37243,11032 B1 (53),KÍNH MÁT PARIM 11032 B1 (53),N000037243,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37219,11032 B2 (53),KÍNH MÁT PARIM 11032 B2 (53),N000037219,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37224,11032 M1 (53),KÍNH MÁT PARIM 11032 M1 (53),N000037224,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37244,11033 B1 (53),KÍNH MÁT PARIM 11033 B1 (53),N000037244,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37205,11033 M1 (55),KÍNH MÁT PARIM 11033 M1 (55),N000037205,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37206,11033 M2 (55),KÍNH MÁT PARIM 11033 M2 (55),N000037206,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37241,11034 B1 (59),KÍNH MÁT PARIM 11034 B1 (59),N000037241,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37220,11034 R1 (59),KÍNH MÁT PARIM 11034 R1 (59),N000037220,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37223,11035 B1 (55),KÍNH MÁT PARIM 11035 B1 (55),N000037223,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37204,11035 B2 (55),KÍNH MÁT PARIM 11035 B2 (55),N000037204,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37208,11035 M1 (55),KÍNH MÁT PARIM 11035 M1 (55),N000037208,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37239,11036 B1 (54),KÍNH MÁT PARIM 11036 B1 (54),N000037239,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
37238,11036 B2 (54),KÍNH MÁT PARIM 11036 B2 (54),N000037238,0,VND,0,1250000,0,10,0,,0,,0,,,29/12/2017,,0,NAMHAI,,,,,,,,,
